province_state,country_region,Bulanan,latitude,longitude,confirmed,deaths,recovered,active
,Brunei,2020-07-31,4.5353,114.7277,4371,93,4278,0
,Burma,2020-07-31,21.9162,95.956,10335,186,8264,1885
,Cambodia,2020-07-31,11.55,104.9167,5473,0,4267,1206
,Indonesia,2020-07-31,-0.7893,113.9213,2544132,122962,1325068,1096102
,Laos,2020-07-31,19.856270000000002,102.495496,361,0,361,0
,Malaysia,2020-07-31,4.2104839999999992,101.97576600000001,165636,2313,161609,1714
,Philippines,2020-07-31,12.879721,121.77401699999999,1142363,30675,381215,730473
,Singapore,2020-07-31,1.2833,103.8333,1472037,824,1337855,133358
,Thailand,2020-07-31,15.870032,100.992541,100394,1798,95852,2744
,Vietnam,2020-07-31,14.058323999999999,108.277199,7098,0,6647,451
,Brunei,2022-03-31,4.5353,114.7277,3470043,5363,,
,Burma,2022-03-31,21.9162,95.956,18759621,601729,,
,Cambodia,2022-03-31,11.55,104.9167,4155023,94457,,
Anhui,China,2022-03-31,31.8257,117.2264,31655,186,,
Beijing,China,2022-03-31,40.1824,116.4142,51341,279,,
Chongqing,China,2022-03-31,30.0572,107.874,20416,186,,
Fujian,China,2022-03-31,26.0789,117.9874,63964,31,,
Gansu,China,2022-03-31,35.7518,104.2861,17220,62,,
Guangdong,China,2022-03-31,23.3417,113.4244,185408,248,,
Guangxi,China,2022-03-31,23.8298,108.7881,40857,62,,
Guizhou,China,2022-03-31,26.8154,106.8748,5190,62,,
Hainan,China,2022-03-31,19.1959,109.7453,5984,186,,
Hebei,China,2022-03-31,37.8957,114.9042,53254,217,,
Heilongjiang,China,2022-03-31,47.861999999999995,127.7615,68412,403,,
Henan,China,2022-03-31,33.882,113.61399999999999,84532,682,,
Hong Kong,China,2022-03-31,22.3,114.2,24491521,144345,,
Hubei,China,2022-03-31,30.9756,112.2707,2119957,139872,,
Hunan,China,2022-03-31,27.6104,111.7088,39232,124,,
Inner Mongolia,China,2022-03-31,44.0935,113.9448,51614,31,,
Jiangsu,China,2022-03-31,32.9711,119.455,59501,0,,
Jiangxi,China,2022-03-31,27.614,115.7221,30448,31,,
Jilin,China,2022-03-31,43.6661,126.1923,341859,119,,
Liaoning,China,2022-03-31,41.2956,122.6085,38993,62,,
Macau,China,2022-03-31,22.1667,113.55,2541,0,,
Ningxia,China,2022-03-31,37.2692,106.1655,3782,0,,
Qinghai,China,2022-03-31,35.7452,95.9956,973,0,,
Shaanxi,China,2022-03-31,35.1917,108.8701,94665,93,,
Shandong,China,2022-03-31,36.3427,118.1498,62612,217,,
Shanghai,China,2022-03-31,31.201999999999998,121.4491,154094,217,,
Shanxi,China,2022-03-31,37.5777,112.2922,9176,0,,
Sichuan,China,2022-03-31,30.6171,102.7103,49152,93,,
Tianjin,China,2022-03-31,39.3054,117.323,45157,93,,
Tibet,China,2022-03-31,31.6927,88.0924,31,0,,
Unknown,China,2022-03-31,,,226789,0,,
Xinjiang,China,2022-03-31,41.1129,85.2401,30878,93,,
Yunnan,China,2022-03-31,24.974,101.48700000000001,62626,62,,
Zhejiang,China,2022-03-31,29.1832,120.0934,76955,31,,
,Indonesia,2022-03-31,-0.7893,113.9213,182389033,4727915,,
,Laos,2022-03-31,19.856270000000002,102.495496,4744363,19945,,
Johor,Malaysia,2022-03-31,1.4854,103.7618,10907117,132617,,
Kedah,Malaysia,2022-03-31,6.1184,100.3685,8389619,75624,,
Kelantan,Malaysia,2022-03-31,6.1254,102.2381,7283345,42460,,
Melaka,Malaysia,2022-03-31,2.1896,102.2501,3360678,32466,,
Negeri Sembilan,Malaysia,2022-03-31,2.7258,101.9424,5320089,43633,,
Pahang,Malaysia,2022-03-31,3.8126,103.3256,4721131,27880,,
Perak,Malaysia,2022-03-31,4.5921,101.0901,5344054,51891,,
Perlis,Malaysia,2022-03-31,6.4449,100.2048,467842,5064,,
Pulau Pinang,Malaysia,2022-03-31,5.4141,100.3288,7594257,58375,,
Sabah,Malaysia,2022-03-31,5.9788,116.0753,11144602,95198,,
Sarawak,Malaysia,2022-03-31,1.5533,110.3592,8728217,51204,,
Selangor,Malaysia,2022-03-31,3.0738,101.5183,33160980,321718,,
Terengganu,Malaysia,2022-03-31,5.3117,103.1324,3471533,25297,,
Unknown,Malaysia,2022-03-31,,,0,0,,
W.P. Kuala Lumpur,Malaysia,2022-03-31,3.139,101.6869,9155751,85455,,
W.P. Labuan,Malaysia,2022-03-31,5.2831,115.2308,606103,4732,,
W.P. Putrajaya,Malaysia,2022-03-31,2.9264,101.6964,508160,921,,
,Philippines,2022-03-31,12.879721,121.77401699999999,113827940,1793324,,
,Singapore,2022-03-31,1.2833,103.8333,29613458,36037,,
,Thailand,2022-03-31,15.870032,100.992541,101749653,745267,,
,Vietnam,2022-03-31,14.058323999999999,108.277199,208946313,1287944,,
,Brunei,2021-01-31,4.5353,114.7277,5379,93,5014,272
,Burma,2021-01-31,21.9162,95.956,4135212,90908,3628228,416076
,Cambodia,2021-01-31,11.55,104.9167,13195,0,12104,1091
Anhui,China,2021-01-31,31.8257,117.2264,30794,186,30588,19
Beijing,China,2021-01-31,40.1824,116.4142,31315,279,29708,1325
Chongqing,China,2021-01-31,30.0572,107.874,18307,186,18104,17
Fujian,China,2021-01-31,26.0789,117.9874,16399,31,15708,659
Gansu,China,2021-01-31,35.7518,104.2861,5675,62,5580,33
Guangdong,China,2021-01-31,23.3417,113.4244,64694,248,63154,1288
Guangxi,China,2021-01-31,23.8298,108.7881,8233,62,8108,63
Guizhou,China,2021-01-31,26.8154,106.8748,4557,62,4495,0
Hainan,China,2021-01-31,19.1959,109.7453,5301,186,5115,0
Hebei,China,2021-01-31,37.8957,114.9042,29022,205,14096,14700
Heilongjiang,China,2021-01-31,47.862,127.7615,36615,403,29882,6283
Henan,China,2021-01-31,33.882,113.614,40362,682,39506,174
Hong Kong,China,2021-01-31,22.3,114.2,297899,5059,268978,23733
Hubei,China,2021-01-31,30.9756,112.2707,2112631,139872,1972747,12
Hunan,China,2021-01-31,27.6104,111.7088,31767,124,31520,123
Inner Mongolia,China,2021-01-31,44.0935,113.9448,11343,31,10827,485
Jiangsu,China,2021-01-31,32.9711,119.455,21341,0,21210,131
Jiangxi,China,2021-01-31,27.614,115.7221,28985,31,28954,0
Jilin,China,2021-01-31,43.6661,126.1923,8441,69,4922,3427
Liaoning,China,2021-01-31,41.2956,122.6085,12081,62,10683,1336
Macau,China,2021-01-31,22.1667,113.55,1437,0,1426,10
Ningxia,China,2021-01-31,37.2692,106.1655,2325,0,2325,0
Qinghai,China,2021-01-31,35.7452,95.9956,558,0,558,0
Shaanxi,China,2021-01-31,35.1917,108.8701,16347,93,15534,720
Shandong,China,2021-01-31,36.3427,118.1498,26805,217,26470,118
Shanghai,China,2021-01-31,31.202,121.4491,49618,217,46277,3115
Shanxi,China,2021-01-31,37.5777,112.2922,7128,0,6941,186
Sichuan,China,2021-01-31,30.6171,102.7103,26709,93,26129,487
Tianjin,China,2021-01-31,39.3054,117.323,10171,93,9506,572
Tibet,China,2021-01-31,31.6927,88.0924,31,0,31,0
Xinjiang,China,2021-01-31,41.1129,85.2401,30380,93,30287,0
Yunnan,China,2021-01-31,24.974,101.487,7152,62,6905,185
Zhejiang,China,2021-01-31,29.1832,120.0934,40648,31,40262,355
,Indonesia,2021-01-31,-0.7893,113.9213,27904068,802620,22774008,4327440
,Laos,2021-01-31,19.85627,102.495496,1292,0,1258,34
,Malaysia,2021-01-31,4.2104839999999992,101.975766,4894111,18714,3802925,1072472
,Philippines,2021-01-31,12.879721,121.774017,15468721,305617,14318784,844320
,Singapore,2021-01-31,1.2833,103.8333,1831362,899,1823293,7170
,Thailand,2021-01-31,15.870032,100.992541,379975,2171,255020,122784
,Vietnam,2021-01-31,14.058324,108.277199,48059,1085,42994,3980
,Brunei,2022-12-31,4.5353,114.7277,8169424,6975,,
,Burma,2022-12-31,21.9162,95.956,19638478,604146,,
,Cambodia,2022-12-31,11.55,104.9167,4288876,94736,,
Anhui,China,2022-12-31,31.8257,117.2264,52344,186,,
Beijing,China,2022-12-31,40.1824,116.4142,765207,494,,
Chongqing,China,2022-12-31,30.0572,107.874,272981,217,,
Fujian,China,2022-12-31,26.0789,117.9874,224251,31,,
Gansu,China,2022-12-31,35.7518,104.2861,48368,62,,
Guangdong,China,2022-12-31,23.3417,113.4244,1736617,248,,
Guangxi,China,2022-12-31,23.8298,108.7881,75565,62,,
Guizhou,China,2022-12-31,26.8154,106.8748,52302,62,,
Hainan,China,2022-12-31,19.1959,109.7453,312121,186,,
Hebei,China,2022-12-31,37.8957,114.9042,89142,217,,
Heilongjiang,China,2022-12-31,47.862,127.7615,164293,403,,
Henan,China,2022-12-31,33.882,113.614,266789,713,,
Hong Kong,China,2022-12-31,22.3,114.2,72459931,346238,,
Hubei,China,2022-12-31,30.9756,112.2707,2133597,139872,,
Hunan,China,2022-12-31,27.6104,111.7088,81138,124,,
Inner Mongolia,China,2022-12-31,44.0935,113.9448,254787,31,,
Jiangsu,China,2022-12-31,32.9711,119.455,116026,0,,
Jiangxi,China,2022-12-31,27.614,115.7221,52841,31,,
Jilin,China,2022-12-31,43.6661,126.1923,1254825,155,,
Liaoning,China,2022-12-31,41.2956,122.6085,91762,62,,
Macau,China,2022-12-31,22.1667,113.55,37878,280,,
Ningxia,China,2022-12-31,37.2692,106.1655,7361,0,,
Qinghai,China,2022-12-31,35.7452,95.9956,15921,0,,
Shaanxi,China,2022-12-31,35.1917,108.8701,169200,93,,
Shandong,China,2022-12-31,36.3427,118.1498,141549,245,,
Shanghai,China,2022-12-31,31.202,121.4491,2017933,18445,,
Shanxi,China,2022-12-31,37.5777,112.2922,154789,0,,
Sichuan,China,2022-12-31,30.6171,102.7103,350388,152,,
Tianjin,China,2022-12-31,39.3054,117.323,84824,93,,
Tibet,China,2022-12-31,31.6927,88.0924,47036,0,,
Unknown,China,2022-12-31,,,46169160,2,,
Xinjiang,China,2022-12-31,41.1129,85.2401,81359,93,,
Yunnan,China,2022-12-31,24.974,101.487,159068,62,,
Zhejiang,China,2022-12-31,29.1832,120.0934,176867,31,,
,Indonesia,2022-12-31,-0.7893,113.9213,207786965,4969883,,
,Laos,2022-12-31,19.85627,102.495496,6737919,23498,,
Johor,Malaysia,2022-12-31,1.4854,103.7618,12321492,145309,,
Kedah,Malaysia,2022-12-31,6.1184,100.3685,9837034,84427,,
Kelantan,Malaysia,2022-12-31,6.1254,102.2381,8043382,44144,,
Melaka,Malaysia,2022-12-31,2.1896,102.2501,4446048,37130,,
Negeri Sembilan,Malaysia,2022-12-31,2.7258,101.9424,7133198,47404,,
Pahang,Malaysia,2022-12-31,3.8126,103.3256,5642502,31801,,
Perak,Malaysia,2022-12-31,4.5921,101.0901,7375697,65161,,
Perlis,Malaysia,2022-12-31,6.4449,100.2048,586023,6054,,
Pulau Pinang,Malaysia,2022-12-31,5.4141,100.3288,9489232,63714,,
Sabah,Malaysia,2022-12-31,5.9788,116.0753,12588320,99111,,
Sarawak,Malaysia,2022-12-31,1.5533,110.3592,9997817,55132,,
Selangor,Malaysia,2022-12-31,3.0738,101.5183,47756892,339104,,
Terengganu,Malaysia,2022-12-31,5.3117,103.1324,4108079,27783,,
Unknown,Malaysia,2022-12-31,,,0,0,,
W.P. Kuala Lumpur,Malaysia,2022-12-31,3.139,101.6869,14419856,88278,,
W.P. Labuan,Malaysia,2022-12-31,5.2831,115.2308,708707,4878,,
W.P. Putrajaya,Malaysia,2022-12-31,2.9264,101.6964,986167,939,,
,Philippines,2022-12-31,12.879721,121.774017,125641322,2015418,,
,Singapore,2022-12-31,1.2833,103.8333,67781785,52960,,
,Thailand,2022-12-31,15.870032,100.992541,146195863,1035972,,
,Vietnam,2022-12-31,14.058324,108.277199,357183816,1338586,,
,Brunei,2023-03-31,4.5353,114.7277,2510208,2025,,
,Burma,2023-03-31,21.9162,95.956,5705481,175410,,
,Cambodia,2023-03-31,11.55,104.9167,1248469,27504,,
Anhui,China,2023-03-31,31.8257,117.2264,20475,63,,
Beijing,China,2023-03-31,40.1824,116.4142,366966,180,,
Chongqing,China,2023-03-31,30.0572,107.874,132435,99,,
Fujian,China,2023-03-31,26.0789,117.9874,154098,18,,
Gansu,China,2023-03-31,35.7518,104.2861,15678,18,,
Guangdong,China,2023-03-31,23.3417,113.4244,929232,90,,
Guangxi,China,2023-03-31,23.8298,108.7881,120339,18,,
Guizhou,China,2023-03-31,26.8154,106.8748,22806,18,,
Hainan,China,2023-03-31,19.1959,109.7453,94347,54,,
Hebei,China,2023-03-31,37.8957,114.9042,29628,63,,
Heilongjiang,China,2023-03-31,47.862,127.7615,59427,162,,
Henan,China,2023-03-31,33.882,113.614,89532,207,,
Hong Kong,China,2023-03-31,22.3,114.2,25884954,121181,,
Hubei,China,2023-03-31,30.9756,112.2707,649179,40635,,
Hunan,China,2023-03-31,27.6104,111.7088,66933,36,,
Inner Mongolia,China,2023-03-31,44.0935,113.9448,79623,9,,
Jiangsu,China,2023-03-31,32.9711,119.455,45675,0,,
Jiangxi,China,2023-03-31,27.614,115.7221,30807,18,,
Jilin,China,2023-03-31,43.6661,126.1923,366876,45,,
Liaoning,China,2023-03-31,41.2956,122.6085,31923,18,,
Macau,China,2023-03-31,22.1667,113.55,31626,1089,,
Ningxia,China,2023-03-31,37.2692,106.1655,11484,0,,
Qinghai,China,2023-03-31,35.7452,95.9956,7038,0,,
Shaanxi,China,2023-03-31,35.1917,108.8701,65934,45,,
Shandong,China,2023-03-31,36.3427,118.1498,52920,90,,
Shanghai,China,2023-03-31,31.202,121.4491,603360,5355,,
Shanxi,China,2023-03-31,37.5777,112.2922,64503,9,,
Sichuan,China,2023-03-31,30.6171,102.7103,131103,108,,
Tianjin,China,2023-03-31,39.3054,117.323,39528,27,,
Tibet,China,2023-03-31,31.6927,88.0924,14823,0,,
Unknown,China,2023-03-31,,,13696344,739755,,
Xinjiang,China,2023-03-31,41.1129,85.2401,27801,27,,
Yunnan,China,2023-03-31,24.974,101.487,87687,36,,
Zhejiang,China,2023-03-31,29.1832,120.0934,106632,9,,
,Indonesia,2023-03-31,-0.7893,113.9213,60634866,1448363,,
,Laos,2023-03-31,19.85627,102.495496,1962179,6822,,
Johor,Malaysia,2023-03-31,1.4854,103.7618,3587435,42430,,
Kedah,Malaysia,2023-03-31,6.1184,100.3685,2869136,24660,,
Kelantan,Malaysia,2023-03-31,6.1254,102.2381,2341519,12816,,
Melaka,Malaysia,2023-03-31,2.1896,102.2501,1308369,10827,,
Negeri Sembilan,Malaysia,2023-03-31,2.7258,101.9424,2080393,13833,,
Pahang,Malaysia,2023-03-31,3.8126,103.3256,1644871,9288,,
Perak,Malaysia,2023-03-31,4.5921,101.0901,2153163,19124,,
Perlis,Malaysia,2023-03-31,6.4449,100.2048,171120,1782,,
Pulau Pinang,Malaysia,2023-03-31,5.4141,100.3288,2769323,18576,,
Sabah,Malaysia,2023-03-31,5.9788,116.0753,3662363,28817,,
Sarawak,Malaysia,2023-03-31,1.5533,110.3592,2921726,16091,,
Selangor,Malaysia,2023-03-31,3.0738,101.5183,13957067,98857,,
Terengganu,Malaysia,2023-03-31,5.3117,103.1324,1197467,8091,,
Unknown,Malaysia,2023-03-31,,,0,0,,
W.P. Kuala Lumpur,Malaysia,2023-03-31,3.139,101.6869,4230211,25785,,
W.P. Labuan,Malaysia,2023-03-31,5.2831,115.2308,206754,1422,,
W.P. Putrajaya,Malaysia,2023-03-31,2.9264,101.6964,293554,288,,
,Philippines,2023-03-31,12.879721,121.774017,36692606,595364,,
,Singapore,2023-03-31,1.2833,103.8333,20086664,15498,,
,Thailand,2023-03-31,15.870032,100.992541,42553050,305234,,
,Vietnam,2023-03-31,14.058324,108.277199,103742681,388674,,
,Brunei,2021-11-30,4.5353,114.7277,427414,2839,,
,Burma,2021-11-30,21.9162,95.956,15400013,568072,,
,Cambodia,2021-11-30,11.55,104.9167,3585992,86150,,
Anhui,China,2021-11-30,31.8257,117.2264,30240,180,,
Beijing,China,2021-11-30,40.1824,116.4142,35519,270,,
Chongqing,China,2021-11-30,30.0572,107.874,18288,180,,
Fujian,China,2021-11-30,26.0789,117.9874,39485,30,,
Gansu,China,2021-11-30,35.7518,104.2861,10229,60,,
Guangdong,China,2021-11-30,23.3417,113.4244,97917,240,,
Guangxi,China,2021-11-30,23.8298,108.7881,11057,60,,
Guizhou,China,2021-11-30,26.8154,106.8748,4767,60,,
Hainan,China,2021-11-30,19.1959,109.7453,5700,180,,
Hebei,China,2021-11-30,37.8957,114.9042,43052,210,,
Heilongjiang,China,2021-11-30,47.861999999999995,127.7615,59100,390,,
Henan,China,2021-11-30,33.882,113.61399999999999,48479,660,,
Hong Kong,China,2021-11-30,22.3,114.2,371666,6390,,
Hubei,China,2021-11-30,30.9756,112.2707,2049312,135360,,
Hunan,China,2021-11-30,27.6104,111.7088,35920,120,,
Inner Mongolia,China,2021-11-30,44.0935,113.9448,18647,30,,
Jiangsu,China,2021-11-30,32.9711,119.455,48316,0,,
Jiangxi,China,2021-11-30,27.614,115.7221,28643,30,,
Jilin,China,2021-11-30,43.6661,126.1923,17428,90,,
Liaoning,China,2021-11-30,41.2956,122.6085,19973,60,,
Macau,China,2021-11-30,22.1667,113.55,2310,0,,
Ningxia,China,2021-11-30,37.2692,106.1655,3633,0,,
Qinghai,China,2021-11-30,35.7452,95.9956,894,0,,
Shaanxi,China,2021-11-30,35.1917,108.8701,21074,90,,
Shandong,China,2021-11-30,36.3427,118.1498,30024,210,,
Shanghai,China,2021-11-30,31.201999999999998,121.4491,83927,210,,
Shanxi,China,2021-11-30,37.5777,112.2922,7892,0,,
Sichuan,China,2021-11-30,30.6171,102.7103,37692,90,,
Tianjin,China,2021-11-30,39.3054,117.323,15568,90,,
Tibet,China,2021-11-30,31.6927,88.0924,30,0,,
Unknown,China,2021-11-30,,,0,0,,
Xinjiang,China,2021-11-30,41.1129,85.2401,29430,90,,
Yunnan,China,2021-11-30,24.974,101.48700000000001,49192,60,,
Zhejiang,China,2021-11-30,29.1832,120.0934,44968,30,,
,Indonesia,2021-11-30,-0.7893,113.9213,127536426,4309773,,
,Laos,2021-11-30,19.856270000000002,102.495496,1693579,3344,,
Johor,Malaysia,2021-11-30,1.4854,103.7618,6754208,111583,,
Kedah,Malaysia,2021-11-30,6.1184,100.3685,4627911,61274,,
Kelantan,Malaysia,2021-11-30,6.1254,102.2381,4444353,33017,,
Melaka,Malaysia,2021-11-30,2.1896,102.2501,2048940,27567,,
Negeri Sembilan,Malaysia,2021-11-30,2.7258,101.9424,3177049,37535,,
Pahang,Malaysia,2021-11-30,3.8126,103.3256,2453147,20523,,
Perak,Malaysia,2021-11-30,4.5921,101.0901,3588809,35569,,
Perlis,Malaysia,2021-11-30,6.4449,100.2048,177414,3603,,
Pulau Pinang,Malaysia,2021-11-30,5.4141,100.3288,4473364,48854,,
Sabah,Malaysia,2021-11-30,5.9788,116.0753,6783479,78201,,
Sarawak,Malaysia,2021-11-30,1.5533,110.3592,7416558,45177,,
Selangor,Malaysia,2021-11-30,3.0738,101.5183,22020366,290844,,
Terengganu,Malaysia,2021-11-30,5.3117,103.1324,2196994,15646,,
Unknown,Malaysia,2021-11-30,,,0,0,,
W.P. Kuala Lumpur,Malaysia,2021-11-30,3.139,101.6869,5945794,77485,,
W.P. Labuan,Malaysia,2021-11-30,5.2831,115.2308,307791,4470,,
W.P. Putrajaya,Malaysia,2021-11-30,2.9264,101.6964,232258,630,,
,Philippines,2021-11-30,12.879721,121.77401699999999,84475145,1377941,,
,Singapore,2021-11-30,1.2833,103.8333,7138631,17645,,
,Thailand,2021-11-30,15.870032,100.992541,60779394,603018,,
,Vietnam,2021-11-30,14.058323999999999,108.277199,31717272,701736,,
,Brunei,2022-04-30,4.5353,114.7277,4179447,6485,,
,Burma,2022-04-30,21.9162,95.956,18373465,583012,,
,Brunei,2021-03-31,4.5353,114.7277,6155,93,5756,306
,Burma,2021-03-31,21.9162,95.956,4407423,99277,4083110,225036
,Cambodia,2021-03-31,11.55,104.9167,46744,93,24993,21788
Anhui,China,2021-03-31,31.8257,117.2264,30814,186,30628,0
Beijing,China,2021-03-31,40.1824,116.4142,32519,279,32059,181
Chongqing,China,2021-03-31,30.0572,107.874,18321,186,18135,0
Fujian,China,2021-03-31,26.0789,117.9874,17231,31,16974,226
Gansu,China,2021-03-31,35.7518,104.2861,5858,62,5737,59
Guangdong,China,2021-03-31,23.3417,113.4244,69675,248,68253,1174
Guangxi,China,2021-03-31,23.8298,108.7881,8277,62,8215,0
Guizhou,China,2021-03-31,26.8154,106.8748,4557,62,4495,0
Hainan,China,2021-03-31,19.1959,109.7453,5301,186,5115,0
Hebei,China,2021-03-31,37.8957,114.9042,40827,217,40596,14
Heilongjiang,China,2021-03-31,47.862,127.7615,49910,403,49507,0
Henan,China,2021-03-31,33.882,113.614,40556,682,39727,147
Hong Kong,China,2021-03-31,22.3,114.2,349435,6291,334921,8223
Hubei,China,2021-03-31,30.9756,112.2707,2112689,139872,1972809,8
Hunan,China,2021-03-31,27.6104,111.7088,32193,124,31921,148
Inner Mongolia,China,2021-03-31,44.0935,113.9448,11458,31,11341,86
Jiangsu,China,2021-03-31,32.9711,119.455,21900,0,21799,101
Jiangxi,China,2021-03-31,27.614,115.7221,29003,31,28954,18
Jilin,China,2021-03-31,43.6661,126.1923,17763,93,17661,9
Liaoning,China,2021-03-31,41.2956,122.6085,12597,62,12516,19
Macau,China,2021-03-31,22.1667,113.55,1488,0,1465,23
Ningxia,China,2021-03-31,37.2692,106.1655,2325,0,2325,0
Qinghai,China,2021-03-31,35.7452,95.9956,558,0,558,0
Shaanxi,China,2021-03-31,35.1917,108.8701,17373,93,16974,306
Shandong,China,2021-03-31,36.3427,118.1498,26940,217,26712,11
Shanghai,China,2021-03-31,31.202,121.4491,57087,217,55646,1224
Shanxi,China,2021-03-31,37.5777,112.2922,7465,0,7413,52
Sichuan,China,2021-03-31,30.6171,102.7103,28858,93,27810,955
Tianjin,China,2021-03-31,39.3054,117.323,11337,93,10748,496
Tibet,China,2021-03-31,31.6927,88.0924,31,0,31,0
Unknown,China,2021-03-31,,,3,0,105,-91
Xinjiang,China,2021-03-31,41.1129,85.2401,30380,93,30287,0
Yunnan,China,2021-03-31,24.974,101.487,7281,62,7114,105
Zhejiang,China,2021-03-31,29.1832,120.0934,40993,31,40820,142
,Indonesia,2021-03-31,-0.7893,113.9213,44344084,1200707,38936831,4206546
,Laos,2021-03-31,19.85627,102.495496,1485,0,1347,138
,Malaysia,2021-03-31,4.2104839999999992,101.975766,10091945,37533,9521994,532418
,Philippines,2021-03-31,12.879721,121.774017,19944409,396865,17431829,2115715
,Singapore,2021-03-31,1.2833,103.8333,1864345,918,1859641,3786
,Thailand,2021-03-31,15.870032,100.992541,848120,2741,814400,30882
,Vietnam,2021-03-31,14.058324,108.277199,78997,1085,65765,12147
Henan,China,2020-07-31,37.8957,114.9042,10208,176,10032,0
,Brunei,2021-04-30,4.5353,114.7277,6588,90,6173,325
,Burma,2021-04-30,21.9162,95.956,4278611,96191,3956387,226033
,Cambodia,2021-04-30,11.55,104.9167,189155,1337,78417,109539
Anhui,China,2021-04-30,31.8257,117.2264,29820,180,29640,0
Beijing,China,2021-04-30,40.1824,116.4142,31664,270,31145,249
Chongqing,China,2021-04-30,30.0572,107.874,17765,180,17550,35
Fujian,China,2021-04-30,26.0789,117.9874,17439,30,16715,694
Gansu,China,2021-04-30,35.7518,104.2861,5790,60,5682,48
Guangdong,China,2021-04-30,23.3417,113.4244,69322,240,67816,1266
Guangxi,China,2021-04-30,23.8298,108.7881,8074,60,7953,61
Guizhou,China,2021-04-30,26.8154,106.8748,4410,60,4350,0
Hainan,China,2021-04-30,19.1959,109.7453,5316,180,4950,186
Hebei,China,2021-04-30,37.8957,114.9042,39510,210,39300,0
Heilongjiang,China,2021-04-30,47.862,127.7615,48300,390,47910,0
Henan,China,2021-04-30,33.882,113.614,39344,660,38535,149
Hong Kong,China,2021-04-30,22.3,114.2,349045,6229,337581,5235
Hubei,China,2021-04-30,30.9756,112.2707,2044649,135360,1909192,97
Hunan,China,2021-04-30,27.6104,111.7088,31313,120,31065,128
Inner Mongolia,China,2021-04-30,44.0935,113.9448,11335,30,11206,99
Jiangsu,China,2021-04-30,32.9711,119.455,21474,0,21222,252
Jiangxi,China,2021-04-30,27.614,115.7221,28110,30,28077,3
Jilin,China,2021-04-30,43.6661,126.1923,17190,90,17100,0
Liaoning,China,2021-04-30,41.2956,122.6085,12232,60,12159,13
Macau,China,2021-04-30,22.1667,113.55,1464,0,1449,15
Ningxia,China,2021-04-30,37.2692,106.1655,2250,0,2250,0
Qinghai,China,2021-04-30,35.7452,95.9956,540,0,540,0
Shaanxi,China,2021-04-30,35.1917,108.8701,17424,90,16891,443
Shandong,China,2021-04-30,36.3427,118.1498,26215,210,25877,128
Shanghai,China,2021-04-30,31.202,121.4491,58114,210,56249,1655
Shanxi,China,2021-04-30,37.5777,112.2922,7422,0,7227,195
Sichuan,China,2021-04-30,30.6171,102.7103,28856,90,28221,545
Tianjin,China,2021-04-30,39.3054,117.323,11370,90,11049,231
Tibet,China,2021-04-30,31.6927,88.0924,30,0,30,0
Unknown,China,2021-04-30,,,1052,9,1327,-283
Xinjiang,China,2021-04-30,41.1129,85.2401,29400,90,29310,0
Yunnan,China,2021-04-30,24.974,101.487,9607,60,7536,2011
Zhejiang,China,2021-04-30,29.1832,120.0934,39861,30,39606,225
,Indonesia,2021-04-30,-0.7893,113.9213,47761250,1296529,43234562,3230159
,Laos,2021-04-30,19.85627,102.495496,4930,0,1446,3484
,Malaysia,2021-04-30,4.2104839999999992,101.975766,11169973,41057,10556351,572565
,Philippines,2021-04-30,12.879721,121.774017,27170027,462083,22639238,4068706
,Singapore,2021-04-30,1.2833,103.8333,1822946,900,1813315,8731
,Thailand,2021-04-30,15.870032,100.992541,1243742,3442,806190,434110
,Vietnam,2021-04-30,14.058324,108.277199,82567,1050,73687,7830
,Brunei,2022-09-30,4.5353,114.7277,6726521,6750,,
,Burma,2022-09-30,21.9162,95.956,18555615,583405,,
,Cambodia,2022-09-30,11.55,104.9167,4132615,91680,,
Anhui,China,2022-09-30,31.8257,117.2264,45180,180,,
Beijing,China,2022-09-30,40.1824,116.4142,123749,270,,
Chongqing,China,2022-09-30,30.0572,107.874,30625,180,,
Fujian,China,2022-09-30,26.0789,117.9874,126923,30,,
Gansu,China,2022-09-30,35.7518,104.2861,40470,60,,
Guangdong,China,2022-09-30,23.3417,113.4244,290863,240,,
Guangxi,China,2022-09-30,23.8298,108.7881,69151,60,,
Guizhou,China,2022-09-30,26.8154,106.8748,10850,60,,
Hainan,China,2022-09-30,19.1959,109.7453,268113,180,,
Hebei,China,2022-09-30,37.8957,114.9042,60796,210,,
Heilongjiang,China,2022-09-30,47.862,127.7615,97623,390,,
Henan,China,2022-09-30,33.882,113.614,99495,660,,
Hong Kong,China,2022-09-30,22.3,114.2,50307665,296828,,
Hubei,China,2022-09-30,30.9756,112.2707,2052813,135360,,
Hunan,China,2022-09-30,27.6104,111.7088,43431,120,,
Inner Mongolia,China,2022-09-30,44.0935,113.9448,80255,30,,
Jiangsu,China,2022-09-30,32.9711,119.455,71236,0,,
Jiangxi,China,2022-09-30,27.614,115.7221,44716,30,,
Jilin,China,2022-09-30,43.6661,126.1923,1209833,150,,
Liaoning,China,2022-09-30,41.2956,122.6085,56194,60,,
Macau,China,2022-09-30,22.1667,113.55,23790,180,,
Ningxia,China,2022-09-30,37.2692,106.1655,3772,0,,
Qinghai,China,2022-09-30,35.7452,95.9956,6866,0,,
Shaanxi,China,2022-09-30,35.1917,108.8701,111520,90,,
Shandong,China,2022-09-30,36.3427,118.1498,91408,210,,
